import_id,section,domain,skill,group,source_question_pdf,question_number,question_id,Question,A,B,C,D,Answer
ocr-00575,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.17,4347a032,” i How many teaspoons are equivalent to 44 tablespoons? (3 teaspoons = 1 tablespoon),Aat ss,,c.is2 0.176,,C
ocr-00576,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.18,3318d37b,,"ag sex [A product costs 11.00 dollars per pound. Whats the cost in dollars, for 6 pounds ofthe product? aaa 4827496¢©_ [An object travels ata constant speed of 6 centimeters per second, At this speed, what Is the time, in seconds, that it would take fr the object to travel 24 centimeters?",,,,66
ocr-00577,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.19,4837406c,"120 saesobs8 [A participant ina bicycle race completes the race wit an average speed of 24,816 yards per hour What is this average speed, in miles per hour? (1 mile = 1,760 yards)",,,,,4
ocr-00560,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.2,000259aa,"1200025908 OO ‘Agroup of monarch butterties migrated from Chicago, Ilincis, to Michoacén, Mexico, fying a total of 2,100 miles. It took a single butterfly in the group 120 days to travel this route one way. On average, how many miles ithe butterfly travel per day? 4.0087 2.0729",,,cms 28,,C
ocr-00578,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.2,94660ba8,,,,,,14.1
ocr-00579,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.21,551c52b9,"Ratios, Rates, Proportions, and Units 1 ta seein “ily earns p dolar for every w hours of work. Which expression represents the amount of money, in dollars ily ‘earns for 39w hours of work? 4.39",,Bs,C439,Dp-39,A
ocr-00580,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.22,7cd1c6db,"122 Testes ‘An object travels ata constant speed of 12 centimeters per second. At this speed, what isthe time, in seconds, ‘that it would take forthe object to travel 108 centimeters?",Ag 8.96 120 o.972 12s essscast “pmeeevee meant on ma vrdiemmes seer cae on Oi eer mene | toe weer meee mit neces thd clan eee,,,,A
ocr-00581,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.23,86636d8f,‘Acustomer spent $27 to purchase oranges at $3 per pound. How many pounds of oranges ld the customer purchase?,,,,,9
ocr-00561,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.3,312ba47c,"“ mens Ina box of pens, the ratio of black pens to red pens is 8 to 1. There are 40) black pens in the box. How many red",AS as ea 320,,,,A
ocr-00562,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.4,15617f62,"worm “The population density of Worthington is 290 people per square mile. Worthington has @ population of 92,800 people. what isthe area, in square miles, of Worthington? 8,102,400 893,000",,,c.320 0.32,,C
ocr-00563,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.5,be35c117,"Ratios, Rates, Proportions, and Units 1 1S besser ‘Avind turbine completes 900 revolutions in 50 minutes. At this rate, how many evolutions per minute does this turbine complete?","As 8.850 6.950 1,400",,,,A
ocr-00564,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.6,3f236a64,[+ [2 | Ls | 2 | Ls | 20 | Lo[ «| oo,,,,,D
ocr-00565,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.7,6310adbc,"0.160, 17 esosave ‘The ratio of fto vie 1 t02, and t= 10. Whatis the value of u?",A2 85,,c.10 3.20,,D
ocr-00566,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.8,aeeaec96,ee wees How many yards are equivalent to 612 inches? (1 yard = 36 inches) 40.059,,"Bir ©.576 .22,032",,,B
ocr-00567,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 1.pdf",1.9,e9841407,"Ratios, Rates, Proportions, and Units 1 19 eseansor Shaquan has 7 red cards and 28 blve cards. What isthe ratio of red ‘ards to blue cards that Shaquan has?",Attod,Batt,c.1%7,D.7t01,A
ocr-00480,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.1,d28c29e1,"Ratios, Rates, Proportions, and Units 2 21 a2ocz0e1 “The Intemational Space Station orbits Earth at an average speed of 476 miles per second, Whats the space station's average speed in miles per hour? 4.2856 8.5712",,b. 171360,c.8568,,D
ocr-00489,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.1,ec787383,,aye [Feat rs [ea],,cum of ik grans| 8024,,40260
ocr-00490,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.11,7e6c745f,"2m ersazess “The population density of Cedar County is 230 people per square mie. The county has a popuiaton of 85,100 people. What isthe area, in square miles, of Cedar County?",,,,,D
ocr-00491,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.12,873d2838,,,,,,370
ocr-00492,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.13,73ddfdac,"Ratios, Rates, Proportions, and Units 2","ams Tidatae —_— ‘distance of 112 furtongs is equivalent to how many fet? (1 furlong = 220 yards and 1 yard = 3 feet) 2% eeers06 OO For the values j and k, the ratio of jo Kis 11 to 12. H jis multiplied by 17, whats k mutipie by inorder to maintain the same ratio?",,,,73920
ocr-00493,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.14,61b87506,"2s eberav07 How many tablespoons are equivalent to 14 teaspoons? (3 teaspoons = 1 tablespoon) 216 cbaoaato ‘Atriathlon isa multisport race consisting of theee different legs. A tlathlon participant completed the eyeling leg with an average speed of 19.700 miles per hour. What was the average speed, in yas per hour, ofthe participant during the cycing leg? (1 mile = 1,760 yards)",,,,,17
ocr-00494,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.15,eb672707,"2x7 neo4o1d ‘The total area of a coastal city is 921 square miles, of which 113 square miles is water. I the city had a population af 62,000 people in the year 2010, which ofthe folowing is closest tothe population density in people per square mile of land area, ofthe city at that time? 4.6740 8.7690 ©.65,000 0.76000",,,,,2.16
ocr-00495,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.16,cb4894f9,,,,,,34672
ocr-00496,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.17,1180401d,,,,,,B
ocr-00497,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.18,f6cbb04a,"Ratios, Rates, Proportions, and Units 2 218 f6cbboas d=55t The equation above canbe used to caleulte the sistance ¢, in miles, traveled by a car moving ata speed of 55 miles per hour over a period of ¢ hours. For any postive constant, the cstance the ar would have traveled",after 9k hours is how many times the distance the car would have traveled AB 2.6,,c.3k,,A
ocr-00498,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.19,89c39d77,"— 26k 219 escssa77 ‘A competition consisted of four aitferent events, One participant completed the fist event with an average speed ‘f 20.300 miles per hout. What was this average speed, in yards per hour? (1 mile = 1,760 yards)",,,,,35728
ocr-00481,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.2,b4912cc5,"22 paarzees “The population density of Iceland, in people per square klometer of land ‘area, increased from 2.5 in 1990 to 3.3in 2074, During this time period, the land area of Iceland was 100,260 square kilometers. By how many people {i leelane's population increase from 1990 to 20142","A. 330,825 8,132,330 125,012 0. 80,200,",,,,D
ocr-00499,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.2,3310c2ab,"220, mocap How many fluid ounces are equivalent to 76 quarts? (8 fluid ounces ~ 1 cup and 4 cups ~ 1 quart) 22 674a60n¢ << ‘An insect moves ata speed of 3 feet per second. What is this speed. in yards per second? (3 feet = 1 yard)",Am 8a 06 0.20,,,,2432
ocr-00500,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.21,674a4084,"222 e2sem99 | ‘The ratio 140 to mis equivalent to the rato 4 to 28, What isthe value of m?",,,,,A
ocr-00501,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.22,825b7490,,,,,,980
ocr-00502,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.23,51c9d65f,"Ratios, Rates, Proportions, and Units 2","as seouest OO Fora certain rectangular region the rato ofits length tots wicth is 35 to 10. ithe width ofthe rectangular region increases by 7 units, how must the length change to maintain this rato? A Itmust decrease by 24.5 uit 8. Itmust increase by 24.5 units",,C.itmust decrease by 7 units. It must increase by 7 unit,,B
ocr-00503,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.24,1d945139,"276 meee ‘The total mass, in kilograms, of r identical objects is t. Which expression represents the total mass, in kilograms, of 146r of these objets?",Aue—t a6 +t,,Ce > 146,,D
ocr-00482,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.3,8e528129,"23 sesze129 Pure beeswax has a density of 0.555 ounce per cubic inch. An online ‘company sels pure beeswax at a price of $8.00 per ounce. What isthe sling price, in dollars per cubic inch, fr pure beeswax purchased from this company? 26 fesse Oo ‘On April 18,1775, Paul Revere set off on his midnight ride from Charlestown to Lexington. he had ridden straight to Lexington without stopping, he ‘would have taveled 11 miles in 26 minutes. n sucha ride, what would the ‘average speed of his horse have been, to the nearest tenth ofa mile per hour?",,,,,4.44
ocr-00483,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.4,fea831fc,‘per our’,,,,,25.4
ocr-00484,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.5,181cc4d6,"Ratios, Rates, Proportions, and Units 2 25 reads Rectangle has length 15 and width w. Rectangle 8 has length 20 and the same length-to-width ratio as rectangle A, What isthe width of rectangle & interms of w? na","aM wets 4, oa”",,,Dw-5,A
ocr-00485,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.6,445dd032,"26 asaaon “Tanya earns $13.50 per hour at her part-time job. When she works z hours, she earns 13.502 dollars. Which of the following expressions gives the ‘amount, in dolar, Tanya will earn i she works 3z hours? 4. 3(13.502) 8.341350 ©.32413502 0.1350(2+3)",,,,,A
ocr-00486,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.7,939c46d1,"27 9sscasa ae The glass pictured above can hold a maximum volume of 473 cubic ‘centimeters which is approximately 16 fluid ounces. Jenny has a pitcher ‘that contains 1 gallon of water. How many times could Jenny completely fl, the gla with 1 gallon of water? (1 gallon= 128 fluid ounces) 16",ae,,,,B
ocr-00487,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.8,e21d10a7,"Ratios, Rates, Proportions, and Units 2 28 eos ‘One of aplanet's moons orbits the planet every 252 days. A second moon orbits the planet every 287 days. How many more days does i take the second moon to orbit the planet 29 times than t takes the first moon to orbit the planet 20 times? 29 eornese Which ofthe folowing speeds is equivalent to 90 kllometers per hour? (4 kilometer <4 Op0 meters)",,,,,1015
ocr-00488,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 2.pdf",2.9,8917ce38,hour? (Tkilometer=7000meters) 1.25 meters per second 8.32 meters per second 250 meters per second 1.824 meters per second 210 caries OO ‘distance of 61 furlongs is equivalent to how many feet? (1 furlong = 220 yards and 1 yard = 8 feet),,,,,A
ocr-00705,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.1,c9fb15ad,"Ratios, Rates, Proportions, and Units 3",,,cine [fesmoe | a5 | [ere [35 | [stone a5 [veer [50,,C
ocr-00714,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.1,61f61789,"Ratios, Rates, Proportions, and Units 3 310 svcr7a9 To study the moisture content ina group of res, samples from the trunk of each tree were taken from 25 trees and cut in the shape ofa cube. The length of the edge of one ofthese cubes is 2.00 centimeters. this cube has a mass of 2.56 ‘rams, what is the density of this cube, in rams per cubic centimeter?",,,,,0.32
ocr-00706,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.2,3638f413,,"ae"" 1 AO elm Shi agbark | hickory ‘One method of calculating the approximate age, in years, ofa tree of @ particular species isto multiply the diameter of the tree, in inches, by 2",,"Constant called the growth factor for that species. The table above gives ‘the growth factors fr eight species of trees. If white birch tree and a pin ‘ak tree each now have a diameter of 1 foot, which of the folowing will be Closest tothe difference, ininches, oftheir diameters 10 years from now? (1 {oot = 12 inches) Ato 12 13 ota",,30
ocr-00707,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.3,3f775bbf,"Ratios, Rates, Proportions, and Units 3 33 srr [| __Powereanacty | | = fries [reas [a [| 2 [a |e | [eattoia| o | o | | 2 | [ereon [1 | o | [2 | [inaiane | o [2 [oo | 2 | [eoerde| [1 [0 [a | towa | 2] 0 |o01!]2",,,,,D
ocr-00708,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.4,8637294f,louenel 1 [0 |e [| [wt Pe] s [5 [|,,,,,0.0625
ocr-00709,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.5,7d721177,,,"Be scsrut 1142 = 6.7 and 2 = 26,8, whats the value of m? 3s wan “The deny of certain type of wood 383 kilograms per eubic meter. A sample ofthis ype af wood inthe shape a cube and has a massa 35 Klograms To the nearest hundredth of a matt what fhe length of one ede ofthis sample?",,,B
ocr-00710,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.6,20b69297,"Ratios, Rates, Proportions, and Units 3 36 20060207 ‘Anita created a bath of green paint by mixing 2 ounces of biue paint with 3 ‘ounces of yellow paint. She must mix a second batch using the same rato ‘of blue and yellow paint as the first batch. f she uses 6 ounces of blue paint forthe second batch, how much yellow paint should Anita use?",A. Exactly 8 ounces 8. 3 ounces more than the amount of yellow paint used inthe fist batch ©.15 times the amount of yellow paint used in the frst batch 0.15 times the amount of be paint used inthe second batch,,,,D
ocr-00711,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.7,5154615f,"37 suet To study fluctuations in composition, samples of pumice were taken from 29 locations and cutin the shape ofa cube. The length of the edge of one ofthese cubes is 3.000 centimeters. This cube has a density of 0.280 grams per cubic centimeter. ‘What isthe mass of this cube, in grams? 3a acasscta OO ‘Acertain park has an area of 11,863,808 square yards. Whats the area in square miles, ofthis park? (Lmile = 1,760 yards) 81.96",,,,,6.21
ocr-00712,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.8,d6456c7a,"— 8.383 6.344439 0.67408 39 nbosess ‘The density of a certain solid substance is 813 kilograms per cubic meter. A sample ofthis substance isin the shape of 2 ‘cube, where each edge has a length of 0.60 meters. To the nearest whole number, what is the mass, in klograms, ofthis sample?",ANT6 5488,,,,B
ocr-00713,Math,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units","Problem-Solving and Data Analysis — Ratios, Rates, Proportions, and Units","Ratios, Rates, Proportions, and Units 3.pdf",3.9,11b06e35,"©.1,885 03,764",,,,,A
ocr-00838,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.1,90eed2e5,Sample Statistics and Margin of Error 1 1 soceazes OO,"A city has 50 ety council members. reporter polled a random samole of 20 city council members and found that 6 of thse polled supported a specific bil, Based onthe sample, which of the folowing fs the best ‘estimate ofthe numberof city council members inthe city who support the",bir Ae 89 0.15 0.30,,,C
ocr-00839,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.2,e7d9649f,"12 eracaot ‘Arandom sample of 60 people from a town witha population of 14,878, were asked to name thee favorite flavor of ce eream. If 7 people inthe sample named chocolate as their favorite ice-cream favor, about how many people inthe town would be expected to name chocolate? 4.350 8.2100 ©. 7,500 .10,500",,,,,B
ocr-00840,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.3,f4b3672a,"1s tanse720 Oe ‘A certain forest fs 253 acres, To estimate the numberof tras in the forest, ‘ranger randomly selects 5 diferent 1-acre parcels in the forest and {dotermines the numberof trees in each parcel The numbers of trees inthe sample acres ae 51,88, 45, 62, and 73. Based on the mean ofthe sample, ‘which ofthe folowing ranges contains the best estimate forthe number of ‘resin the entire forest? ‘8.11000 to 12,000 £8, 12,600 t0 13,500 ©. 19,800 10 14500 2. 18,000 to 18,000",,,,,C
ocr-00841,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.4,0108ac2d,"Sample Statistics and Margin of Error 1 14 oroeacaa ‘ta large high schoo}, 300 students were selected at random and were ‘asked ina survey about a menu change inthe school cafeteria. All 300 students completed the survey. twas estimated that 38% of the students ‘were in support of a menu change, with a margin of error of 5.5%. Which of the following isthe best interpretation of the survey rests? [A The percent ofthe students a the school who support a menu change is 38% 8, The percent of the students atthe school who support a menu change is greater than 38% €. Pausiblevaluos ofthe percent ofthe students atthe school who support a menu change are between 32.5%","and 435%, ©. Plsusible values ofthe number of the students atthe schoo! who support a menu change are between 295",,,,C
ocr-00842,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.5,6a305cd0,———————E———————————EEE——EE—EEE———_——_,"and 208. 1s casosedo Oe Ina study, the data fom a random sample of @ population had a mean of 37 with an associated margin af error of 3. Which of the follwing Is the mast appropriate conclusion that can be made about the population mean? A.ttis les than 37","B.Itis greater than 37,","C.ttis between 34 and 40,",D.ttis less than $4 or greater than 40.,C
ocr-00843,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 1.pdf,1.6,2c76bcce,"‘A.company designs and makes handbags, To estimate the mean weight ofthe handbags made by the company on @ particular day, a sample ofthe handbags made by the company on that day was selected at random. Based on the sample it 's estimated that the mean weight of all handbags made by the company on that day is 27.8 ounces (oz), with an","associated margin of err of 0.02 ox. Based on this estimate and associated margin of error, which ofthe following isthe ‘most plausible conclusion? 'A.The mean weight of all handbags made by the company on that day is between 27.78 oz and 27.82 oz 8B, The actual weights of al handbags made by the company on that day are between 27.78 ov and 27.82 oz",,C. The actual weights of all handbags from the sample are between 27.78 oz and 27.82 o2. . The mean weight ofall handbags made by the company on that day is 27.8 oz,,A
ocr-00715,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.1,53d97af5,Sample Statistics and Margin of Error 2 21 sass,"A study was done on the weights of ciferet types af fish ina pond. A random sample of fish were caught and marke inorder to ensure that none ‘were weighed more than once. The sample contained 150 largemouth bass, ‘of which 30% weighed more than 2 pounds. hich of the folowing",,"conclusions is best supported by the sample data? ‘A The majority of al fsh inthe pond weigh less than 2 pounds. £8, The average weight ofa ish inthe pond is approximately 2 pounds. ©. Approximately 30% of al fish inthe pond weigh more than 2 pounds. ©. Approximately 3% of largemouth bassin the pond weigh more than 2 pounds",,D
ocr-00716,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.2,f8f79e11,"22 fermen ‘A park ranger asked a random sample of vistors how far they hiked during {heir visit. Based on the responses, the estimated mean was found tobe 4.5 miles, with an associated margin of error of 0.5 miles. Which of the following isthe best conclusion from these data?",A. Its ikely that all visitors hiked between 4 and 5 miles. 2. tts ikely that most visitors hiked exactly 45 miles.,,C. ttis not possible that any visitor hiked less than 3 miles.,D.Itis plausible that the mean distance hiked forall visitors is between 4 and miles.,D
ocr-00717,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.3,e03f3477,"23 eostsar7 ‘A sample consiting of 720 adults who own televisions wae selected at random for a study. Based onthe sample, itis estimated that 32% ofall adults who own televisions use their televisions to watch nature shows, with an","associated margin of error of 8.41%. Which ofthe following isthe most plausible conclusion about all adults who ‘own televisions? [A. More than 35.41% of all aduts whe avm televisions use thelr televisions to wateh nature shows. £2, Between 28.50% and 35.41% of a adults who oun televisions use their televisions ta watch nature shows.",,"C. Since the sample included adults who own televisions and not ust those who use their televisions to watch nature shows, no conclusion can be made. . Since the sample dd not include al the people who watch nature shows, no conclusion can be made.",,B
ocr-00718,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.4,fc46af57,"Sample Statistics and Margin of Error 2 2& feasts? ‘Abag containing 10.000 beads of assorted colors is purchased from a craft store, To estimate the percent of red beads inthe bag, a sample of beads is Selocted at random, The percent of od beads inthe bag was estimated","Aro 4700 8.1,300<r< 1,700 ©.200<r<1,500 .r<1,300","be 15%, with an associated margin of eror of 2% ris the actual number ‘of red beads in the bag, hich of the folowing is most plausible?",,,B
ocr-00719,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.5,89f8d08a,"hi 25 sstadose OO [store manager reviewed the receipts from 80 customers who were selected at random fram all the eustomers who made purchases last Thursday. Of those selected, 20 receipts showed thatthe customer had purchased fruit. 11,500 customers made purchases last Thursday, which of the folowing is the most appropriate conclusion? {A Exactly 75 customers must have purchased fruit last Thursday. 8. Exactly 375 customers must have purchased frit last Thursday. ©. The best estimate forthe numberof customers who purchased fruit last Thursday is 76 . The best estimate for the number of customers who purchased fruit last Thursday is 375,",,,,,D
ocr-00720,Math,Problem-Solving and Data Analysis,Sample Statistics and Margin of Error,Problem-Solving and Data Analysis — Sample Statistics and Margin of Error,Sample Statistics and Margin of Error 2.pdf,2.6,9ee22c16,,ales ere oor sane a [ote [se [|,,,,3540
